ID;ROW_NUMBER;PLANT;SIM_ROUND;SIM_STEP;SIM_DATE;SIM_CALENDAR_DATE;SIM_PERIOD;SIM_ELAPSED_STEPS;EVENT_TYPE;DOCUMENT_TYPE;MOVEMENT_TYPE;STORAGE_LOCATION;MATERIAL_NUMBER;MATERIAL_DESCRIPTION;MATERIAL_TYPE;MATERIAL_CODE;MATERIAL_SIZE;MATERIAL_LABEL;DEBIT_CREDIT_INDICATOR;UNIT;QUANTITY_ABS;QUANTITY
.1~6833;6833;H5;06;06;06/06;25/02/2021 00:00;12;56;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03S;HH-T02;Cream;Trading Goods;T02;;Cream;Credit;ST;23;-23
.1~6834;6834;H5;06;06;06/06;25/02/2021 00:00;12;56;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03N;HH-T02;Cream;Trading Goods;T02;;Cream;Credit;ST;30;-30
.1~6835;6835;H5;06;06;06/06;25/02/2021 00:00;12;56;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03N;HH-T06;Ice Cream;Trading Goods;T06;;Ice Cream;Credit;ST;90;-90
.1~6836;6836;H5;06;07;06/07;26/02/2021 00:00;12;57;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03N;HH-T01;Milk;Trading Goods;T01;;Milk;Credit;ST;235;-235
.1~6837;6837;H5;06;07;06/07;26/02/2021 00:00;12;57;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03S;HH-T01;Milk;Trading Goods;T01;;Milk;Credit;ST;68;-68
.1~6838;6838;H5;06;07;06/07;26/02/2021 00:00;12;57;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03N;HH-T02;Cream;Trading Goods;T02;;Cream;Credit;ST;17;-17
.1~6839;6839;H5;06;07;06/07;26/02/2021 00:00;12;57;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03S;HH-T02;Cream;Trading Goods;T02;;Cream;Credit;ST;47;-47
.1~6840;6840;H5;06;07;06/07;26/02/2021 00:00;12;57;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03N;HH-T03;Yoghurt;Trading Goods;T03;;Yoghurt;Credit;ST;75;-75
.1~6841;6841;H5;06;07;06/07;26/02/2021 00:00;12;57;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03S;HH-T05;Butter;Trading Goods;T05;;Butter;Credit;ST;25;-25
.1~6842;6842;H5;06;07;06/07;26/02/2021 00:00;12;57;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03N;HH-T06;Ice Cream;Trading Goods;T06;;Ice Cream;Credit;ST;46;-46
.1~6843;6843;H5;06;08;06/08;27/02/2021 00:00;12;58;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03S;HH-T01;Milk;Trading Goods;T01;;Milk;Credit;ST;56;-56
.1~6844;6844;H5;06;08;06/08;27/02/2021 00:00;12;58;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03S;HH-T03;Yoghurt;Trading Goods;T03;;Yoghurt;Credit;ST;55;-55
.1~6845;6845;H5;06;08;06/08;27/02/2021 00:00;12;58;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03N;HH-T05;Butter;Trading Goods;T05;;Butter;Credit;ST;22;-22
.1~6846;6846;H5;06;08;06/08;27/02/2021 00:00;12;58;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03S;HH-T05;Butter;Trading Goods;T05;;Butter;Credit;ST;71;-71
.1~6847;6847;H5;06;08;06/08;27/02/2021 00:00;12;58;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03;HH-T01;Milk;Trading Goods;T01;;Milk;Credit;ST;169;-169
.1~6848;6848;H5;06;08;06/08;27/02/2021 00:00;12;58;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03N;HH-T01;Milk;Trading Goods;T01;;Milk;Debit;ST;169;169
.1~6849;6849;H5;06;08;06/08;27/02/2021 00:00;12;58;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03S;HH-T03;Yoghurt;Trading Goods;T03;;Yoghurt;Debit;ST;25;25
.1~6850;6850;H5;06;08;06/08;27/02/2021 00:00;12;58;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03;HH-T03;Yoghurt;Trading Goods;T03;;Yoghurt;Credit;ST;225;-225
.1~6851;6851;H5;06;08;06/08;27/02/2021 00:00;12;58;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03N;HH-T03;Yoghurt;Trading Goods;T03;;Yoghurt;Debit;ST;200;200
.1~6852;6852;H5;06;08;06/08;27/02/2021 00:00;12;58;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03;HH-T04;Cheese;Trading Goods;T04;;Cheese;Credit;ST;67;-67
.1~6853;6853;H5;06;08;06/08;27/02/2021 00:00;12;58;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03W;HH-T04;Cheese;Trading Goods;T04;;Cheese;Debit;ST;42;42
.1~6854;6854;H5;06;08;06/08;27/02/2021 00:00;12;58;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03S;HH-T04;Cheese;Trading Goods;T04;;Cheese;Debit;ST;25;25
.1~6855;6855;H5;06;08;06/08;27/02/2021 00:00;12;58;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03S;HH-T05;Butter;Trading Goods;T05;;Butter;Debit;ST;20;20
.1~6856;6856;H5;06;08;06/08;27/02/2021 00:00;12;58;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03;HH-T05;Butter;Trading Goods;T05;;Butter;Credit;ST;55;-55
.1~6857;6857;H5;06;08;06/08;27/02/2021 00:00;12;58;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03N;HH-T05;Butter;Trading Goods;T05;;Butter;Debit;ST;35;35
.1~6858;6858;H5;06;08;06/08;27/02/2021 00:00;12;58;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03N;HH-T06;Ice Cream;Trading Goods;T06;;Ice Cream;Debit;ST;136;136
.1~6859;6859;H5;06;08;06/08;27/02/2021 00:00;12;58;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03;HH-T06;Ice Cream;Trading Goods;T06;;Ice Cream;Credit;ST;136;-136
.1~6860;6860;H5;06;09;06/09;28/02/2021 00:00;12;59;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03N;HH-T01;Milk;Trading Goods;T01;;Milk;Credit;ST;70;-70
.1~6861;6861;H5;06;09;06/09;28/02/2021 00:00;12;59;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03W;HH-T01;Milk;Trading Goods;T01;;Milk;Credit;ST;73;-73
.1~6862;6862;H5;06;09;06/09;28/02/2021 00:00;12;59;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03S;HH-T03;Yoghurt;Trading Goods;T03;;Yoghurt;Credit;ST;45;-45
.1~6863;6863;H5;06;09;06/09;28/02/2021 00:00;12;59;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03S;HH-T05;Butter;Trading Goods;T05;;Butter;Credit;ST;20;-20
.1~6864;6864;H5;06;09;06/09;28/02/2021 00:00;12;59;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03N;HH-T05;Butter;Trading Goods;T05;;Butter;Credit;ST;29;-29
.1~6865;6865;H5;06;10;06/10;01/03/2021 00:00;12;60;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03N;HH-T03;Yoghurt;Trading Goods;T03;;Yoghurt;Credit;ST;44;-44
.1~6866;6866;H5;06;10;06/10;01/03/2021 00:00;12;60;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03N;HH-T06;Ice Cream;Trading Goods;T06;;Ice Cream;Credit;ST;44;-44
.1~6867;6867;H5;06;10;06/10;01/03/2021 00:00;12;60;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03S;HH-T03;Yoghurt;Trading Goods;T03;;Yoghurt;Debit;ST;250;250
.1~6868;6868;H5;06;10;06/10;01/03/2021 00:00;12;60;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03;HH-T03;Yoghurt;Trading Goods;T03;;Yoghurt;Credit;ST;250;-250
.1~6869;6869;H5;07;01;07/01;02/03/2021 00:00;13;61;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03N;HH-T01;Milk;Trading Goods;T01;;Milk;Credit;ST;210;-210
.1~6870;6870;H5;07;01;07/01;02/03/2021 00:00;13;61;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03W;HH-T02;Cream;Trading Goods;T02;;Cream;Credit;ST;25;-25
.1~6871;6871;H5;07;01;07/01;02/03/2021 00:00;13;61;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03S;HH-T03;Yoghurt;Trading Goods;T03;;Yoghurt;Credit;ST;106;-106
.1~6872;6872;H5;07;01;07/01;02/03/2021 00:00;13;61;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03S;HH-T04;Cheese;Trading Goods;T04;;Cheese;Credit;ST;25;-25
.1~6873;6873;H5;07;01;07/01;02/03/2021 00:00;13;61;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03W;HH-T04;Cheese;Trading Goods;T04;;Cheese;Credit;ST;60;-60
.1~6874;6874;H5;07;01;07/01;02/03/2021 00:00;13;61;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03W;HH-T06;Ice Cream;Trading Goods;T06;;Ice Cream;Credit;ST;43;-43
.1~6875;6875;H5;07;01;07/01;02/03/2021 00:00;13;61;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03N;HH-T06;Ice Cream;Trading Goods;T06;;Ice Cream;Credit;ST;45;-45
.1~6876;6876;H5;07;02;07/02;03/03/2021 00:00;13;62;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03S;HH-T01;Milk;Trading Goods;T01;;Milk;Credit;ST;50;-50
.1~6877;6877;H5;07;02;07/02;03/03/2021 00:00;13;62;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03S;HH-T03;Yoghurt;Trading Goods;T03;;Yoghurt;Credit;ST;115;-115
.1~6878;6878;H5;07;02;07/02;03/03/2021 00:00;13;62;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03W;HH-T04;Cheese;Trading Goods;T04;;Cheese;Credit;ST;24;-24
.1~6879;6879;H5;07;02;07/02;03/03/2021 00:00;13;62;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03S;HH-T04;Cheese;Trading Goods;T04;;Cheese;Credit;ST;22;-22
.1~6880;6880;H5;07;02;07/02;03/03/2021 00:00;13;62;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03S;HH-T03;Yoghurt;Trading Goods;T03;;Yoghurt;Debit;ST;106;106
.1~6881;6881;H5;07;02;07/02;03/03/2021 00:00;13;62;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03;HH-T03;Yoghurt;Trading Goods;T03;;Yoghurt;Credit;ST;150;-150
.1~6882;6882;H5;07;02;07/02;03/03/2021 00:00;13;62;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03N;HH-T03;Yoghurt;Trading Goods;T03;;Yoghurt;Debit;ST;44;44
.1~6883;6883;H5;07;02;07/02;03/03/2021 00:00;13;62;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03W;HH-T04;Cheese;Trading Goods;T04;;Cheese;Debit;ST;60;60
.1~6884;6884;H5;07;02;07/02;03/03/2021 00:00;13;62;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03S;HH-T04;Cheese;Trading Goods;T04;;Cheese;Debit;ST;25;25
.1~6885;6885;H5;07;02;07/02;03/03/2021 00:00;13;62;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03;HH-T04;Cheese;Trading Goods;T04;;Cheese;Credit;ST;85;-85
.1~6886;6886;H5;07;02;07/02;03/03/2021 00:00;13;62;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03N;HH-T06;Ice Cream;Trading Goods;T06;;Ice Cream;Debit;ST;35;35
.1~6887;6887;H5;07;02;07/02;03/03/2021 00:00;13;62;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03;HH-T06;Ice Cream;Trading Goods;T06;;Ice Cream;Credit;ST;51;-51
.1~6888;6888;H5;07;02;07/02;03/03/2021 00:00;13;62;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03W;HH-T06;Ice Cream;Trading Goods;T06;;Ice Cream;Debit;ST;16;16
.1~6889;6889;H5;07;03;07/03;04/03/2021 00:00;13;63;Goods Receipt for Purchase Order;Goods Receipt;GR goods receipt;03;HH-T01;Milk;Trading Goods;T01;;Milk;Debit;ST;923;923
.1~6890;6890;H5;07;03;07/03;04/03/2021 00:00;13;63;Goods Receipt for Purchase Order;Goods Receipt;GR goods receipt;03;HH-T02;Cream;Trading Goods;T02;;Cream;Debit;ST;579;579
.1~6891;6891;H5;07;03;07/03;04/03/2021 00:00;13;63;Goods Receipt for Purchase Order;Goods Receipt;GR goods receipt;03;HH-T03;Yoghurt;Trading Goods;T03;;Yoghurt;Debit;ST;476;476
.1~6892;6892;H5;07;03;07/03;04/03/2021 00:00;13;63;Goods Receipt for Purchase Order;Goods Receipt;GR goods receipt;03;HH-T04;Cheese;Trading Goods;T04;;Cheese;Debit;ST;231;231
.1~6893;6893;H5;07;03;07/03;04/03/2021 00:00;13;63;Goods Receipt for Purchase Order;Goods Receipt;GR goods receipt;03;HH-T05;Butter;Trading Goods;T05;;Butter;Debit;ST;523;523
.1~6894;6894;H5;07;03;07/03;04/03/2021 00:00;13;63;Goods Receipt for Purchase Order;Goods Receipt;GR goods receipt;03;HH-T06;Ice Cream;Trading Goods;T06;;Ice Cream;Debit;ST;281;281
.1~6895;6895;H5;07;03;07/03;04/03/2021 00:00;13;63;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03W;HH-T03;Yoghurt;Trading Goods;T03;;Yoghurt;Credit;ST;67;-67
.1~6896;6896;H5;07;03;07/03;04/03/2021 00:00;13;63;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03N;HH-T06;Ice Cream;Trading Goods;T06;;Ice Cream;Credit;ST;35;-35
.1~6897;6897;H5;07;04;07/04;05/03/2021 00:00;13;64;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03S;HH-T03;Yoghurt;Trading Goods;T03;;Yoghurt;Credit;ST;59;-59
.1~6898;6898;H5;07;04;07/04;05/03/2021 00:00;13;64;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03W;HH-T03;Yoghurt;Trading Goods;T03;;Yoghurt;Credit;ST;38;-38
.1~6899;6899;H5;07;04;07/04;05/03/2021 00:00;13;64;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03N;HH-T04;Cheese;Trading Goods;T04;;Cheese;Credit;ST;23;-23
.1~6900;6900;H5;07;04;07/04;05/03/2021 00:00;13;64;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03W;HH-T04;Cheese;Trading Goods;T04;;Cheese;Credit;ST;21;-21
.1~6901;6901;H5;07;04;07/04;05/03/2021 00:00;13;64;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03N;HH-T05;Butter;Trading Goods;T05;;Butter;Credit;ST;62;-62
.1~6902;6902;H5;07;04;07/04;05/03/2021 00:00;13;64;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03N;HH-T06;Ice Cream;Trading Goods;T06;;Ice Cream;Credit;ST;50;-50
.1~6903;6903;H5;07;04;07/04;05/03/2021 00:00;13;64;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03S;HH-T06;Ice Cream;Trading Goods;T06;;Ice Cream;Credit;ST;36;-36
.1~6904;6904;H5;07;04;07/04;05/03/2021 00:00;13;64;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03;HH-T01;Milk;Trading Goods;T01;;Milk;Credit;ST;673;-673
.1~6905;6905;H5;07;04;07/04;05/03/2021 00:00;13;64;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03W;HH-T01;Milk;Trading Goods;T01;;Milk;Debit;ST;73;73
.1~6906;6906;H5;07;04;07/04;05/03/2021 00:00;13;64;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03N;HH-T01;Milk;Trading Goods;T01;;Milk;Debit;ST;400;400
.1~6907;6907;H5;07;04;07/04;05/03/2021 00:00;13;64;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03S;HH-T01;Milk;Trading Goods;T01;;Milk;Debit;ST;200;200
.1~6908;6908;H5;07;04;07/04;05/03/2021 00:00;13;64;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03N;HH-T02;Cream;Trading Goods;T02;;Cream;Debit;ST;50;50
.1~6909;6909;H5;07;04;07/04;05/03/2021 00:00;13;64;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03S;HH-T02;Cream;Trading Goods;T02;;Cream;Debit;ST;100;100
.1~6910;6910;H5;07;04;07/04;05/03/2021 00:00;13;64;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03;HH-T02;Cream;Trading Goods;T02;;Cream;Credit;ST;179;-179
.1~6911;6911;H5;07;04;07/04;05/03/2021 00:00;13;64;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03W;HH-T02;Cream;Trading Goods;T02;;Cream;Debit;ST;29;29
.1~6912;6912;H5;07;04;07/04;05/03/2021 00:00;13;64;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03W;HH-T03;Yoghurt;Trading Goods;T03;;Yoghurt;Debit;ST;62;62
.1~6913;6913;H5;07;04;07/04;05/03/2021 00:00;13;64;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03S;HH-T03;Yoghurt;Trading Goods;T03;;Yoghurt;Debit;ST;115;115
.1~6914;6914;H5;07;04;07/04;05/03/2021 00:00;13;64;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03;HH-T03;Yoghurt;Trading Goods;T03;;Yoghurt;Credit;ST;177;-177
.1~6915;6915;H5;07;04;07/04;05/03/2021 00:00;13;64;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03W;HH-T04;Cheese;Trading Goods;T04;;Cheese;Debit;ST;24;24
.1~6916;6916;H5;07;04;07/04;05/03/2021 00:00;13;64;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03S;HH-T04;Cheese;Trading Goods;T04;;Cheese;Debit;ST;22;22
.1~6917;6917;H5;07;04;07/04;05/03/2021 00:00;13;64;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03;HH-T04;Cheese;Trading Goods;T04;;Cheese;Credit;ST;46;-46
.1~6918;6918;H5;07;04;07/04;05/03/2021 00:00;13;64;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03N;HH-T05;Butter;Trading Goods;T05;;Butter;Debit;ST;66;66
.1~6919;6919;H5;07;04;07/04;05/03/2021 00:00;13;64;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03;HH-T05;Butter;Trading Goods;T05;;Butter;Credit;ST;166;-166
.1~6920;6920;H5;07;04;07/04;05/03/2021 00:00;13;64;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03S;HH-T05;Butter;Trading Goods;T05;;Butter;Debit;ST;100;100
.1~6921;6921;H5;07;04;07/04;05/03/2021 00:00;13;64;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03N;HH-T06;Ice Cream;Trading Goods;T06;;Ice Cream;Debit;ST;89;89
.1~6922;6922;H5;07;04;07/04;05/03/2021 00:00;13;64;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03;HH-T06;Ice Cream;Trading Goods;T06;;Ice Cream;Credit;ST;116;-116
.1~6923;6923;H5;07;04;07/04;05/03/2021 00:00;13;64;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03W;HH-T06;Ice Cream;Trading Goods;T06;;Ice Cream;Debit;ST;27;27
.1~6924;6924;H5;07;05;07/05;06/03/2021 00:00;13;65;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03N;HH-T01;Milk;Trading Goods;T01;;Milk;Credit;ST;142;-142
.1~6925;6925;H5;07;05;07/05;06/03/2021 00:00;13;65;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03S;HH-T03;Yoghurt;Trading Goods;T03;;Yoghurt;Credit;ST;36;-36
.1~6926;6926;H5;07;05;07/05;06/03/2021 00:00;13;65;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03W;HH-T04;Cheese;Trading Goods;T04;;Cheese;Credit;ST;37;-37
.1~6927;6927;H5;07;05;07/05;06/03/2021 00:00;13;65;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03N;HH-T05;Butter;Trading Goods;T05;;Butter;Credit;ST;95;-95
.1~6928;6928;H5;07;05;07/05;06/03/2021 00:00;13;65;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03S;HH-T05;Butter;Trading Goods;T05;;Butter;Credit;ST;32;-32
.1~6929;6929;H5;07;05;07/05;06/03/2021 00:00;13;65;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03W;HH-T05;Butter;Trading Goods;T05;;Butter;Credit;ST;28;-28
.1~6930;6930;H5;07;05;07/05;06/03/2021 00:00;13;65;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03N;HH-T06;Ice Cream;Trading Goods;T06;;Ice Cream;Credit;ST;70;-70
.1~6931;6931;H5;07;05;07/05;06/03/2021 00:00;13;65;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03W;HH-T06;Ice Cream;Trading Goods;T06;;Ice Cream;Credit;ST;42;-42
.1~6932;6932;H5;07;06;07/06;07/03/2021 00:00;14;66;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03S;HH-T01;Milk;Trading Goods;T01;;Milk;Credit;ST;75;-75
.1~6933;6933;H5;07;06;07/06;07/03/2021 00:00;14;66;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03N;HH-T01;Milk;Trading Goods;T01;;Milk;Credit;ST;124;-124
.1~6934;6934;H5;07;06;07/06;07/03/2021 00:00;14;66;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03S;HH-T02;Cream;Trading Goods;T02;;Cream;Credit;ST;29;-29
.1~6935;6935;H5;07;06;07/06;07/03/2021 00:00;14;66;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03S;HH-T03;Yoghurt;Trading Goods;T03;;Yoghurt;Credit;ST;45;-45
.1~6936;6936;H5;07;06;07/06;07/03/2021 00:00;14;66;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03W;HH-T03;Yoghurt;Trading Goods;T03;;Yoghurt;Credit;ST;4;-4
.1~6937;6937;H5;07;06;07/06;07/03/2021 00:00;14;66;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03N;HH-T03;Yoghurt;Trading Goods;T03;;Yoghurt;Credit;ST;65;-65
.1~6938;6938;H5;07;06;07/06;07/03/2021 00:00;14;66;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03S;HH-T05;Butter;Trading Goods;T05;;Butter;Credit;ST;33;-33
.1~6939;6939;H5;07;06;07/06;07/03/2021 00:00;14;66;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03N;HH-T05;Butter;Trading Goods;T05;;Butter;Credit;ST;36;-36
.1~6940;6940;H5;07;06;07/06;07/03/2021 00:00;14;66;Goods Issue for Delivery;Goods Issue/Delivery;GD goods issue:delvy;03N;HH-T06;Ice Cream;Trading Goods;T06;;Ice Cream;Credit;ST;34;-34
.1~6941;6941;H5;07;06;07/06;07/03/2021 00:00;14;66;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03;HH-T01;Milk;Trading Goods;T01;;Milk;Credit;ST;142;-142
.1~6942;6942;H5;07;06;07/06;07/03/2021 00:00;14;66;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03N;HH-T01;Milk;Trading Goods;T01;;Milk;Debit;ST;142;142
.1~6943;6943;H5;07;06;07/06;07/03/2021 00:00;14;66;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03;HH-T02;Cream;Trading Goods;T02;;Cream;Credit;ST;100;-100
.1~6944;6944;H5;07;06;07/06;07/03/2021 00:00;14;66;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03N;HH-T02;Cream;Trading Goods;T02;;Cream;Debit;ST;50;50
.1~6945;6945;H5;07;06;07/06;07/03/2021 00:00;14;66;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03W;HH-T02;Cream;Trading Goods;T02;;Cream;Debit;ST;50;50
.1~6946;6946;H5;07;06;07/06;07/03/2021 00:00;14;66;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03S;HH-T03;Yoghurt;Trading Goods;T03;;Yoghurt;Debit;ST;45;45
.1~6947;6947;H5;07;06;07/06;07/03/2021 00:00;14;66;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03;HH-T03;Yoghurt;Trading Goods;T03;;Yoghurt;Credit;ST;183;-183
.1~6948;6948;H5;07;06;07/06;07/03/2021 00:00;14;66;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03W;HH-T03;Yoghurt;Trading Goods;T03;;Yoghurt;Debit;ST;138;138
.1~6949;6949;H5;07;06;07/06;07/03/2021 00:00;14;66;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03;HH-T04;Cheese;Trading Goods;T04;;Cheese;Credit;ST;81;-81
.1~6950;6950;H5;07;06;07/06;07/03/2021 00:00;14;66;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03N;HH-T04;Cheese;Trading Goods;T04;;Cheese;Debit;ST;23;23
.1~6951;6951;H5;07;06;07/06;07/03/2021 00:00;14;66;GI, Trsfr Posting, Other Goods Movement;Goods Issue;TF trfr plnt to plnt;03W;HH-T04;Cheese;Trading Goods;T04;;Cheese;Debit;ST;58;58
