ID;ROW_NUMBER;COMPANY_CODE;SIM_ROUND;SIM_STEP;SIM_DATE;SIM_CALENDAR_DATE;SIM_PERIOD;SIM_ELAPSED_STEPS;GL_ACCOUNT_NUMBER;GL_ACCOUNT_NAME;FS_LEVEL_1;FS_LEVEL_2;FS_LEVEL_3;FS_LEVEL_4;DEBIT_CREDIT_INDICATOR;AMOUNT_ABS;AMOUNT;AMOUNT_INV;AMOUNT_BS;AMOUNT_IS;CURRENCY
.1~3018;3018;E5;01;08;01/08;08/01/2021 00:00;2;8;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;11974,46;-11974,46;11974,46;-11974.46;0.00;EUR
.1~3019;3019;E5;01;08;01/08;08/01/2021 00:00;2;8;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;13978,46;-13978,46;13978,46;0.00;13978.46;EUR
.1~3021;3021;E5;01;09;01/09;09/01/2021 00:00;2;9;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;12218,66;12218,66;-12218,66;12218.66;0.00;EUR
.1~3022;3022;E5;01;09;01/09;09/01/2021 00:00;2;9;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;12218,66;-12218,66;12218,66;-12218.66;0.00;EUR
.1~3031;3031;E5;01;10;01/10;10/01/2021 00:00;2;10;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;8558,6;-8558,6;8558,6;-8558.60;0.00;EUR
.1~3032;3032;E5;01;10;01/10;10/01/2021 00:00;2;10;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;17825,86;17825,86;-17825,86;17825.86;0.00;EUR
.1~3036;3036;E5;01;10;01/10;10/01/2021 00:00;2;10;192100;Freight clearing (MM);Balance Sheet;Liabilities and Owners' Equity;Liabilities;Current liabilities;Credit;1000;-1000;1000;-1000.00;0.00;EUR
.1~3047;3047;E5;02;01;02/01;11/01/2021 00:00;3;11;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;16104,32;16104,32;-16104,32;16104.32;0.00;EUR
.1~3049;3049;E5;02;01;02/01;11/01/2021 00:00;3;11;472000;Shipping costs;Income Statement;Operating Expenses;;;Debit;300;300;-300;0.00;-300.00;EUR
.1~3057;3057;E5;02;02;02/02;12/01/2021 00:00;3;12;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;21520,94;21520,94;-21520,94;0.00;-21520.94;EUR
.1~3059;3059;E5;02;02;02/02;12/01/2021 00:00;3;12;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;42;42;-42;0.00;-42.00;EUR
.1~3060;3060;E5;02;02;02/02;12/01/2021 00:00;3;12;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;21520,94;-21520,94;21520,94;-21520.94;0.00;EUR
.1~3061;3061;E5;02;02;02/02;12/01/2021 00:00;3;12;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;24584,2;-24584,2;24584,2;0.00;24584.20;EUR
.1~3062;3062;E5;02;03;02/03;13/01/2021 00:00;3;13;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;345;-345;345;-345.00;0.00;EUR
.1~3063;3063;E5;02;03;02/03;13/01/2021 00:00;3;13;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;12390,72;12390,72;-12390,72;12390.72;0.00;EUR
.1~3073;3073;E5;02;04;02/04;14/01/2021 00:00;3;14;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;17825,86;-17825,86;17825,86;-17825.86;0.00;EUR
.1~3074;3074;E5;02;04;02/04;14/01/2021 00:00;3;14;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;16408,75;16408,75;-16408,75;16408.75;0.00;EUR
.1~3081;3081;E5;02;05;02/05;15/01/2021 00:00;3;15;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;16104,32;-16104,32;16104,32;-16104.32;0.00;EUR
.1~3082;3082;E5;02;05;02/05;15/01/2021 00:00;3;15;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;21198,3;21198,3;-21198,3;21198.30;0.00;EUR
.1~3084;3084;E5;02;05;02/05;15/01/2021 00:00;3;15;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;18805,61;18805,61;-18805,61;0.00;-18805.61;EUR
.1~3092;3092;E5;02;06;02/06;16/01/2021 00:00;4;16;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;23275,75;23275,75;-23275,75;23275.75;0.00;EUR
.1~3094;3094;E5;02;06;02/06;16/01/2021 00:00;4;16;472000;Shipping costs;Income Statement;Operating Expenses;;;Debit;300;300;-300;0.00;-300.00;EUR
.1~3098;3098;E5;02;07;02/07;17/01/2021 00:00;4;17;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;18;-18;18;-18.00;0.00;EUR
.1~3102;3102;E5;02;07;02/07;17/01/2021 00:00;4;17;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;18741,57;18741,57;-18741,57;0.00;-18741.57;EUR
.1~3105;3105;E5;02;07;02/07;17/01/2021 00:00;4;17;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;21430,8;-21430,8;21430,8;0.00;21430.80;EUR
.1~3106;3106;E5;02;08;02/08;18/01/2021 00:00;4;18;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;15;-15;15;-15.00;0.00;EUR
.1~3107;3107;E5;02;08;02/08;18/01/2021 00:00;4;18;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;16408,75;16408,75;-16408,75;16408.75;0.00;EUR
.1~3111;3111;E5;02;08;02/08;18/01/2021 00:00;4;18;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;15;15;-15;0.00;-15.00;EUR
.1~3112;3112;E5;02;08;02/08;18/01/2021 00:00;4;18;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;14701,79;-14701,79;14701,79;-14701.79;0.00;EUR
.1~3113;3113;E5;02;08;02/08;18/01/2021 00:00;4;18;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;17175,75;-17175,75;17175,75;0.00;17175.75;EUR
.1~3114;3114;E5;02;09;02/09;19/01/2021 00:00;4;19;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;342;-342;342;-342.00;0.00;EUR
.1~3115;3115;E5;02;09;02/09;19/01/2021 00:00;4;19;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;21198,3;21198,3;-21198,3;21198.30;0.00;EUR
.1~3124;3124;E5;02;10;02/10;20/01/2021 00:00;4;20;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;23275,75;23275,75;-23275,75;23275.75;0.00;EUR
.1~3125;3125;E5;02;10;02/10;20/01/2021 00:00;4;20;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;23275,75;-23275,75;23275,75;-23275.75;0.00;EUR
.1~3140;3140;E5;03;01;03/01;21/01/2021 00:00;5;21;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;21430,8;-21430,8;21430,8;-21430.80;0.00;EUR
.1~3141;3141;E5;03;01;03/01;21/01/2021 00:00;5;21;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;418;418;-418;418.00;0.00;EUR
.1~3143;3143;E5;03;01;03/01;21/01/2021 00:00;5;21;472000;Shipping costs;Income Statement;Operating Expenses;;;Debit;300;300;-300;0.00;-300.00;EUR
.1~3150;3150;E5;03;02;03/02;22/01/2021 00:00;5;22;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;32986,15;32986,15;-32986,15;32986.15;0.00;EUR
.1~3151;3151;E5;03;02;03/02;22/01/2021 00:00;5;22;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;29264,38;29264,38;-29264,38;0.00;-29264.38;EUR
.1~3159;3159;E5;03;03;03/03;23/01/2021 00:00;5;23;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;21251,88;21251,88;-21251,88;0.00;-21251.88;EUR
.1~3167;3167;E5;03;04;03/04;24/01/2021 00:00;5;24;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;20729,44;20729,44;-20729,44;0.00;-20729.44;EUR
.1~3169;3169;E5;03;04;03/04;24/01/2021 00:00;5;24;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;42;42;-42;0.00;-42.00;EUR
.1~3170;3170;E5;03;04;03/04;24/01/2021 00:00;5;24;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;20729,44;-20729,44;20729,44;-20729.44;0.00;EUR
.1~3171;3171;E5;03;04;03/04;24/01/2021 00:00;5;24;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;23595,6;-23595,6;23595,6;0.00;23595.60;EUR
.1~3172;3172;E5;03;05;03/05;25/01/2021 00:00;5;25;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;174557,26;-174557,26;174557,26;-174557.26;0.00;EUR
.1~3173;3173;E5;03;05;03/05;25/01/2021 00:00;5;25;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;418;418;-418;418.00;0.00;EUR
.1~3176;3176;E5;03;05;03/05;25/01/2021 00:00;5;25;160000;Accounts payable-domestic;Balance Sheet;Liabilities and Owners' Equity;Liabilities;Current liabilities;Debit;173735,26;173735,26;-173735,26;173735.26;0.00;EUR
.1~3178;3178;E5;03;05;03/05;25/01/2021 00:00;5;25;478100;Warehousing Costs;Income Statement;Operating Expenses;;;Debit;600;600;-600;0.00;-600.00;EUR
.1~3183;3183;E5;03;05;03/05;25/01/2021 00:00;5;25;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;27835,1;-27835,1;27835,1;0.00;27835.10;EUR
.1~3187;3187;E5;03;06;03/06;26/01/2021 00:00;6;26;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;23063,25;23063,25;-23063,25;23063.25;0.00;EUR
.1~3188;3188;E5;03;06;03/06;26/01/2021 00:00;6;26;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;20408,75;20408,75;-20408,75;0.00;-20408.75;EUR
.1~3189;3189;E5;03;06;03/06;26/01/2021 00:00;6;26;472000;Shipping costs;Income Statement;Operating Expenses;;;Debit;300;300;-300;0.00;-300.00;EUR
.1~3193;3193;E5;03;07;03/07;27/01/2021 00:00;6;27;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;15;-15;15;-15.00;0.00;EUR
.1~3197;3197;E5;03;07;03/07;27/01/2021 00:00;6;27;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;16524,46;16524,46;-16524,46;0.00;-16524.46;EUR
.1~3200;3200;E5;03;07;03/07;27/01/2021 00:00;6;27;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;18886,7;-18886,7;18886,7;0.00;18886.70;EUR
.1~3201;3201;E5;03;08;03/08;28/01/2021 00:00;6;28;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;12;-12;12;-12.00;0.00;EUR
.1~3202;3202;E5;03;08;03/08;28/01/2021 00:00;6;28;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;23595,6;23595,6;-23595,6;23595.60;0.00;EUR
.1~3206;3206;E5;03;08;03/08;28/01/2021 00:00;6;28;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;12;12;-12;0.00;-12.00;EUR
.1~3207;3207;E5;03;08;03/08;28/01/2021 00:00;6;28;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;17702,93;-17702,93;17702,93;-17702.93;0.00;EUR
.1~3208;3208;E5;03;08;03/08;28/01/2021 00:00;6;28;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;20428,1;-20428,1;20428,1;0.00;20428.10;EUR
.1~3209;3209;E5;03;09;03/09;29/01/2021 00:00;6;29;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;6;-6;6;-6.00;0.00;EUR
.1~3210;3210;E5;03;09;03/09;29/01/2021 00:00;6;29;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;27835,1;27835,1;-27835,1;27835.10;0.00;EUR
.1~3214;3214;E5;03;09;03/09;29/01/2021 00:00;6;29;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;6;6;-6;0.00;-6.00;EUR
.1~3215;3215;E5;03;09;03/09;29/01/2021 00:00;6;29;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;9322,15;-9322,15;9322,15;-9322.15;0.00;EUR
.1~3216;3216;E5;03;09;03/09;29/01/2021 00:00;6;29;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;10682,55;-10682,55;10682,55;0.00;10682.55;EUR
.1~3217;3217;E5;03;10;03/10;30/01/2021 00:00;6;30;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;990,4;-990,4;990,4;-990.40;0.00;EUR
.1~3218;3218;E5;03;10;03/10;30/01/2021 00:00;6;30;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;23063,25;23063,25;-23063,25;23063.25;0.00;EUR
.1~3223;3223;E5;03;10;03/10;30/01/2021 00:00;6;30;191100;GR/IR Clearing - External procurement;Balance Sheet;Liabilities and Owners' Equity;Liabilities;Current liabilities;Debit;147085,98;147085,98;-147085,98;147085.98;0.00;EUR
.1~3235;3235;E5;04;01;04/01;31/01/2021 00:00;7;31;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;18886,7;-18886,7;18886,7;-18886.70;0.00;EUR
.1~3236;3236;E5;04;01;04/01;31/01/2021 00:00;7;31;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;3828;3828;-3828;3828.00;0.00;EUR
.1~3238;3238;E5;04;01;04/01;31/01/2021 00:00;7;31;472000;Shipping costs;Income Statement;Operating Expenses;;;Debit;300;300;-300;0.00;-300.00;EUR
.1~3246;3246;E5;04;02;04/02;01/02/2021 00:00;7;32;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;41245,67;41245,67;-41245,67;0.00;-41245.67;EUR
.1~3248;3248;E5;04;02;04/02;01/02/2021 00:00;7;32;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;45;45;-45;0.00;-45.00;EUR
.1~3249;3249;E5;04;02;04/02;01/02/2021 00:00;7;32;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;41245,67;-41245,67;41245,67;-41245.67;0.00;EUR
.1~3250;3250;E5;04;02;04/02;01/02/2021 00:00;7;32;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;47376,1;-47376,1;47376,1;0.00;47376.10;EUR
.1~3251;3251;E5;04;03;04/03;02/02/2021 00:00;7;33;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;245;-245;245;-245.00;0.00;EUR
.1~3252;3252;E5;04;03;04/03;02/02/2021 00:00;7;33;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;10682,55;10682,55;-10682,55;10682.55;0.00;EUR
.1~3262;3262;E5;04;04;04/04;03/02/2021 00:00;7;34;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;7169,45;-7169,45;7169,45;-7169.45;0.00;EUR
.1~3263;3263;E5;04;04;04/04;03/02/2021 00:00;7;34;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;22827,35;22827,35;-22827,35;22827.35;0.00;EUR
.1~3265;3265;E5;04;04;04/04;03/02/2021 00:00;7;34;472000;Shipping costs;Income Statement;Operating Expenses;;;Debit;300;300;-300;0.00;-300.00;EUR
.1~3273;3273;E5;04;05;04/05;04/02/2021 00:00;7;35;160000;Accounts payable-domestic;Balance Sheet;Liabilities and Owners' Equity;Liabilities;Current liabilities;Credit;129878;-129878;129878;-129878.00;0.00;EUR
.1~3274;3274;E5;04;05;04/05;04/02/2021 00:00;7;35;160000;Accounts payable-domestic;Balance Sheet;Liabilities and Owners' Equity;Liabilities;Current liabilities;Debit;148085,98;148085,98;-148085,98;148085.98;0.00;EUR
.1~3275;3275;E5;04;05;04/05;04/02/2021 00:00;7;35;191100;GR/IR Clearing - External procurement;Balance Sheet;Liabilities and Owners' Equity;Liabilities;Current liabilities;Credit;128878;-128878;128878;-128878.00;0.00;EUR
.1~3276;3276;E5;04;05;04/05;04/02/2021 00:00;7;35;191100;GR/IR Clearing - External procurement;Balance Sheet;Liabilities and Owners' Equity;Liabilities;Current liabilities;Debit;128878;128878;-128878;128878.00;0.00;EUR
.1~3279;3279;E5;04;05;04/05;04/02/2021 00:00;7;35;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;20522,69;20522,69;-20522,69;0.00;-20522.69;EUR
.1~3281;3281;E5;04;05;04/05;04/02/2021 00:00;7;35;530000;Factory Overhead Carbon Emissions;Income Statement;Operating Expenses;;;Debit;70;70;-70;0.00;-70.00;EUR
.1~3289;3289;E5;04;06;04/06;05/02/2021 00:00;8;36;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;47376,1;-47376,1;47376,1;-47376.10;0.00;EUR
.1~3290;3290;E5;04;06;04/06;05/02/2021 00:00;8;36;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;16400,1;16400,1;-16400,1;16400.10;0.00;EUR
.1~3297;3297;E5;04;07;04/07;06/02/2021 00:00;8;37;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;25737,4;-25737,4;25737,4;-25737.40;0.00;EUR
.1~3298;3298;E5;04;07;04/07;06/02/2021 00:00;8;37;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;16143,9;16143,9;-16143,9;16143.90;0.00;EUR
.1~3300;3300;E5;04;07;04/07;06/02/2021 00:00;8;37;472000;Shipping costs;Income Statement;Operating Expenses;;;Debit;300;300;-300;0.00;-300.00;EUR
.1~3308;3308;E5;04;08;04/08;07/02/2021 00:00;8;38;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;24664,57;24664,57;-24664,57;0.00;-24664.57;EUR
.1~3316;3316;E5;04;09;04/09;08/02/2021 00:00;8;39;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;33282,48;33282,48;-33282,48;0.00;-33282.48;EUR
.1~3322;3322;E5;04;10;04/10;09/02/2021 00:00;8;40;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;16400,1;-16400,1;16400,1;-16400.10;0.00;EUR
.1~3326;3326;E5;04;10;04/10;09/02/2021 00:00;8;40;472000;Shipping costs;Income Statement;Operating Expenses;;;Debit;300;300;-300;0.00;-300.00;EUR
.1~3328;3328;E5;04;10;04/10;09/02/2021 00:00;8;40;530000;Factory Overhead Carbon Emissions;Income Statement;Operating Expenses;;;Debit;70;70;-70;0.00;-70.00;EUR
.1~3335;3335;E5;05;01;05/01;10/02/2021 00:00;9;41;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;16143,9;-16143,9;16143,9;-16143.90;0.00;EUR
.1~3336;3336;E5;05;01;05/01;10/02/2021 00:00;9;41;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;22939,5;22939,5;-22939,5;22939.50;0.00;EUR
.1~3344;3344;E5;05;02;05/02;11/02/2021 00:00;9;42;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;25549,35;25549,35;-25549,35;25549.35;0.00;EUR
.1~3345;3345;E5;05;02;05/02;11/02/2021 00:00;9;42;160000;Accounts payable-domestic;Balance Sheet;Liabilities and Owners' Equity;Liabilities;Current liabilities;Credit;181970,23;-181970,23;181970,23;-181970.23;0.00;EUR
.1~3348;3348;E5;05;02;05/02;11/02/2021 00:00;9;42;192100;Freight clearing (MM);Balance Sheet;Liabilities and Owners' Equity;Liabilities;Current liabilities;Credit;1000;-1000;1000;-1000.00;0.00;EUR
.1~3349;3349;E5;05;02;05/02;11/02/2021 00:00;9;42;192100;Freight clearing (MM);Balance Sheet;Liabilities and Owners' Equity;Liabilities;Current liabilities;Debit;1000;1000;-1000;1000.00;0.00;EUR
.1~3355;3355;E5;05;03;05/03;12/02/2021 00:00;9;43;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;342;-342;342;-342.00;0.00;EUR
.1~3359;3359;E5;05;03;05/03;12/02/2021 00:00;9;43;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;8339,86;8339,86;-8339,86;0.00;-8339.86;EUR
.1~3361;3361;E5;05;03;05/03;12/02/2021 00:00;9;43;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;42;42;-42;0.00;-42.00;EUR
.1~3362;3362;E5;05;03;05/03;12/02/2021 00:00;9;43;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;8339,86;-8339,86;8339,86;-8339.86;0.00;EUR
.1~3363;3363;E5;05;03;05/03;12/02/2021 00:00;9;43;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;9806,2;-9806,2;9806,2;0.00;9806.20;EUR
.1~3364;3364;E5;05;04;05/04;13/02/2021 00:00;9;44;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;245;-245;245;-245.00;0.00;EUR
.1~3365;3365;E5;05;04;05/04;13/02/2021 00:00;9;44;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Debit;31920,45;31920,45;-31920,45;31920.45;0.00;EUR
.1~3375;3375;E5;05;05;05/05;14/02/2021 00:00;9;45;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;22939,5;-22939,5;22939,5;-22939.50;0.00;EUR
.1~3376;3376;E5;05;05;05/05;14/02/2021 00:00;9;45;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;35110,35;35110,35;-35110,35;35110.35;0.00;EUR
.1~3381;3381;E5;05;05;05/05;14/02/2021 00:00;9;45;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;18;18;-18;0.00;-18.00;EUR
.1~3382;3382;E5;05;05;05/05;14/02/2021 00:00;9;45;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;31394,6;-31394,6;31394,6;-31394.60;0.00;EUR
.1~3383;3383;E5;05;05;05/05;14/02/2021 00:00;9;45;800000;Sales revenues - domestic;Income Statement;Revenues;;;Credit;35110,35;-35110,35;35110,35;0.00;35110.35;EUR
.1~3388;3388;E5;05;06;05/06;15/02/2021 00:00;10;46;400020;Raw mat.consumed/trading goods without cost center;Income Statement;Cost of Goods Sold;;;Debit;29859,98;29859,98;-29859,98;0.00;-29859.98;EUR
.1~3392;3392;E5;05;07;05/07;16/02/2021 00:00;10;47;113300;Bank Cash Account;Balance Sheet;Assets;Current assets;;Credit;182312,23;-182312,23;182312,23;-182312.23;0.00;EUR
.1~3396;3396;E5;05;07;05/07;16/02/2021 00:00;10;47;160000;Accounts payable-domestic;Balance Sheet;Liabilities and Owners' Equity;Liabilities;Current liabilities;Debit;181970,23;181970,23;-181970,23;181970.23;0.00;EUR
.1~3399;3399;E5;05;07;05/07;16/02/2021 00:00;10;47;680000;Carbon Cost - Operations;Income Statement;Cost of Goods Sold;;;Debit;42;42;-42;0.00;-42.00;EUR
.1~3400;3400;E5;05;07;05/07;16/02/2021 00:00;10;47;792000;Finished goods;Balance Sheet;Assets;Current assets;;Credit;28969,12;-28969,12;28969,12;-28969.12;0.00;EUR
.1~3404;3404;E5;05;08;05/08;17/02/2021 00:00;10;48;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;34863,4;-34863,4;34863,4;-34863.40;0.00;EUR
.1~3405;3405;E5;05;08;05/08;17/02/2021 00:00;10;48;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;18196,4;18196,4;-18196,4;18196.40;0.00;EUR
.1~3412;3412;E5;05;09;05/09;18/02/2021 00:00;10;49;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Credit;35110,35;-35110,35;35110,35;-35110.35;0.00;EUR
.1~3413;3413;E5;05;09;05/09;18/02/2021 00:00;10;49;140000;Customers - Domestic Receivables;Balance Sheet;Assets;Current assets;;Debit;25551,1;25551,1;-25551,1;25551.10;0.00;EUR
